# FILE DU LIEU DIEM DANH
# Format: MaSV|MaLop|NgayDiemDanh|TrangThai
# TrangThai: Co_mat | Vang_co_phep | Vang_khong_phep
#--------------------------------------------------
202446851|186300|22/03/2026|Co_mat
202446851|186300|29/03/2026|Co_mat
202446851|186300|05/04/2026|Co_mat
202446851|186300|12/04/2026|Co_mat
202446851|186300|19/04/2026|Co_mat
202446851|186300|26/04/2026|Co_mat
202446851|186300|03/05/2026|Co_mat
202446851|186300|10/05/2026|Chua_diem_danh
202446851|186300|17/05/2026|Chua_diem_danh
202446851|186300|24/05/2026|Co_mat
202446851|186300|31/05/2026|Co_mat
202446851|186300|07/06/2026|Co_mat
202446851|186300|14/06/2026|Vang_khong_phep
202356632|186300|21/12/2025|Vang_khong_phep
202356632|186300|28/12/2025|Co_mat
202356632|186300|04/01/2026|Chua_diem_danh
202356632|186300|11/01/2026|Vang_khong_phep
202356632|186300|18/01/2026|Co_mat
202356632|186300|25/01/2026|Co_mat
202356632|186300|01/02/2026|Chua_diem_danh
202356632|186300|08/02/2026|Co_mat
202356632|186300|15/02/2026|Co_mat
202356632|186300|22/02/2026|Co_mat
202356632|186300|01/03/2026|Co_mat
202356632|186300|08/03/2026|Co_mat
202356632|186300|15/03/2026|Chua_diem_danh
202356632|186300|22/03/2026|Co_mat
202356632|186300|29/03/2026|Vang_khong_phep
202356632|186300|05/04/2026|Co_mat
202356632|186300|12/04/2026|Co_mat
202356632|186300|19/04/2026|Co_mat
202356632|186300|26/04/2026|Co_mat
202356632|186300|03/05/2026|Co_mat
202356632|186300|10/05/2026|Co_mat
202356632|186300|17/05/2026|Co_mat
202356632|186300|24/05/2026|Co_mat
202356632|186300|31/05/2026|Vang_khong_phep
202356632|186300|07/06/2026|Co_mat
202356632|186300|14/06/2026|Co_mat
202310915|186300|21/12/2025|Co_mat
202310915|186300|28/12/2025|Co_mat
202310915|186300|04/01/2026|Chua_diem_danh
202310915|186300|11/01/2026|Co_mat
202310915|186300|18/01/2026|Co_mat
202310915|186300|25/01/2026|Co_mat
202310915|186300|01/02/2026|Co_mat
202310915|186300|08/02/2026|Co_mat
202310915|186300|15/02/2026|Co_mat
202310915|186300|22/02/2026|Co_mat
202310915|186300|01/03/2026|Co_mat
202310915|186300|08/03/2026|Co_mat
202310915|186300|15/03/2026|Co_mat
202310915|186300|22/03/2026|Co_mat
202310915|186300|29/03/2026|Co_mat
202310915|186300|05/04/2026|Co_mat
202310915|186300|12/04/2026|Co_mat
202310915|186300|19/04/2026|Vang_khong_phep
202310915|186300|26/04/2026|Vang_khong_phep
202310915|186300|03/05/2026|Co_mat
202310915|186300|10/05/2026|Co_mat
202310915|186300|17/05/2026|Co_mat
202310915|186300|24/05/2026|Co_mat
202310915|186300|31/05/2026|Co_mat
202310915|186300|07/06/2026|Co_mat
202310915|186300|14/06/2026|Co_mat
202298482|186300|21/12/2025|Co_mat
202298482|186300|28/12/2025|Co_mat
202298482|186300|04/01/2026|Co_mat
202298482|186300|11/01/2026|Co_mat
202298482|186300|18/01/2026|Co_mat
202298482|186300|25/01/2026|Vang_khong_phep
202298482|186300|01/02/2026|Co_mat
202298482|186300|08/02/2026|Co_mat
202298482|186300|15/02/2026|Co_mat
202298482|186300|22/02/2026|Co_mat
202298482|186300|01/03/2026|Co_mat
202298482|186300|08/03/2026|Co_mat
202298482|186300|15/03/2026|Co_mat
202298482|186300|22/03/2026|Co_mat
202298482|186300|29/03/2026|Co_mat
202298482|186300|05/04/2026|Co_mat
202298482|186300|12/04/2026|Co_mat
202298482|186300|19/04/2026|Co_mat
202298482|186300|26/04/2026|Co_mat
202298482|186300|03/05/2026|Co_mat
202298482|186300|10/05/2026|Co_mat
202298482|186300|17/05/2026|Co_mat
202298482|186300|24/05/2026|Co_mat
202298482|186300|31/05/2026|Vang_khong_phep
202298482|186300|07/06/2026|Co_mat
202298482|186300|14/06/2026|Co_mat
202227107|186300|21/12/2025|Co_mat
202227107|186300|28/12/2025|Co_mat
202227107|186300|04/01/2026|Co_mat
202227107|186300|11/01/2026|Co_mat
202227107|186300|18/01/2026|Co_mat
202227107|186300|25/01/2026|Co_mat
202227107|186300|01/02/2026|Co_mat
202227107|186300|08/02/2026|Co_mat
202227107|186300|15/02/2026|Co_mat
202227107|186300|22/02/2026|Co_mat
202227107|186300|01/03/2026|Co_mat
202227107|186300|08/03/2026|Co_mat
202227107|186300|15/03/2026|Chua_diem_danh
202227107|186300|22/03/2026|Co_mat
202227107|186300|29/03/2026|Co_mat
202227107|186300|05/04/2026|Co_mat
202227107|186300|12/04/2026|Co_mat
202227107|186300|19/04/2026|Co_mat
202227107|186300|26/04/2026|Co_mat
202227107|186300|03/05/2026|Co_mat
202227107|186300|10/05/2026|Co_mat
202227107|186300|17/05/2026|Co_mat
202227107|186300|24/05/2026|Co_mat
202227107|186300|31/05/2026|Co_mat
202227107|186300|07/06/2026|Co_mat
202227107|186300|14/06/2026|Co_mat
202531477|186300|21/12/2025|Co_mat
202531477|186300|28/12/2025|Co_mat
202531477|186300|04/01/2026|Co_mat
202531477|186300|11/01/2026|Co_mat
202531477|186300|18/01/2026|Co_mat
202531477|186300|25/01/2026|Co_mat
202531477|186300|01/02/2026|Co_mat
202531477|186300|08/02/2026|Co_mat
202531477|186300|15/02/2026|Co_mat
202531477|186300|22/02/2026|Co_mat
202531477|186300|01/03/2026|Chua_diem_danh
202531477|186300|08/03/2026|Co_mat
202531477|186300|15/03/2026|Co_mat
202531477|186300|22/03/2026|Co_mat
202531477|186300|29/03/2026|Co_mat
202531477|186300|05/04/2026|Co_mat
202531477|186300|12/04/2026|Co_mat
202531477|186300|19/04/2026|Co_mat
202531477|186300|26/04/2026|Co_mat
202531477|186300|03/05/2026|Co_mat
202531477|186300|10/05/2026|Chua_diem_danh
202531477|186300|17/05/2026|Co_mat
202531477|186300|24/05/2026|Vang_khong_phep
202531477|186300|31/05/2026|Co_mat
202531477|186300|07/06/2026|Co_mat
202531477|186300|14/06/2026|Co_mat
202472732|186300|21/12/2025|Co_mat
202472732|186300|28/12/2025|Co_mat
202472732|186300|04/01/2026|Co_mat
202472732|186300|11/01/2026|Co_mat
202472732|186300|18/01/2026|Co_mat
202472732|186300|25/01/2026|Co_mat
202472732|186300|01/02/2026|Co_mat
202472732|186300|08/02/2026|Vang_khong_phep
202472732|186300|15/02/2026|Co_mat
202472732|186300|22/02/2026|Co_mat
202472732|186300|01/03/2026|Co_mat
202472732|186300|08/03/2026|Co_mat
202472732|186300|15/03/2026|Co_mat
202472732|186300|22/03/2026|Chua_diem_danh
202472732|186300|29/03/2026|Co_mat
202472732|186300|05/04/2026|Co_mat
202472732|186300|12/04/2026|Co_mat
202472732|186300|19/04/2026|Co_mat
202472732|186300|26/04/2026|Co_mat
202472732|186300|03/05/2026|Co_mat
202472732|186300|10/05/2026|Co_mat
202472732|186300|17/05/2026|Co_mat
202472732|186300|24/05/2026|Vang_khong_phep
202472732|186300|31/05/2026|Co_mat
202472732|186300|07/06/2026|Co_mat
202472732|186300|14/06/2026|Co_mat
202324527|186300|21/12/2025|Co_mat
202324527|186300|28/12/2025|Co_mat
202324527|186300|04/01/2026|Co_mat
202324527|186300|11/01/2026|Co_mat
202324527|186300|18/01/2026|Co_mat
202324527|186300|25/01/2026|Co_mat
202324527|186300|01/02/2026|Co_mat
202324527|186300|08/02/2026|Co_mat
202324527|186300|15/02/2026|Co_mat
202324527|186300|22/02/2026|Vang_khong_phep
202324527|186300|01/03/2026|Co_mat
202324527|186300|08/03/2026|Chua_diem_danh
202324527|186300|15/03/2026|Co_mat
202324527|186300|22/03/2026|Co_mat
202324527|186300|29/03/2026|Vang_khong_phep
202324527|186300|05/04/2026|Co_mat
202324527|186300|12/04/2026|Co_mat
202324527|186300|19/04/2026|Co_mat
202324527|186300|26/04/2026|Co_mat
202324527|186300|03/05/2026|Co_mat
202324527|186300|10/05/2026|Co_mat
202324527|186300|17/05/2026|Vang_khong_phep
202324527|186300|24/05/2026|Co_mat
202324527|186300|31/05/2026|Co_mat
202324527|186300|07/06/2026|Co_mat
202324527|186300|14/06/2026|Co_mat
202461727|186300|21/12/2025|Co_mat
202461727|186300|28/12/2025|Vang_khong_phep
202461727|186300|04/01/2026|Co_mat
202461727|186300|11/01/2026|Co_mat
202461727|186300|18/01/2026|Co_mat
202461727|186300|25/01/2026|Co_mat
202461727|186300|01/02/2026|Co_mat
202461727|186300|08/02/2026|Co_mat
202461727|186300|15/02/2026|Co_mat
202461727|186300|22/02/2026|Co_mat
202461727|186300|01/03/2026|Chua_diem_danh
202461727|186300|08/03/2026|Co_mat
202461727|186300|15/03/2026|Chua_diem_danh
202461727|186300|22/03/2026|Co_mat
202461727|186300|29/03/2026|Co_mat
202461727|186300|05/04/2026|Co_mat
202461727|186300|12/04/2026|Co_mat
202461727|186300|19/04/2026|Co_mat
202461727|186300|26/04/2026|Co_mat
202461727|186300|03/05/2026|Co_mat
202461727|186300|10/05/2026|Co_mat
202461727|186300|17/05/2026|Co_mat
202461727|186300|24/05/2026|Co_mat
202461727|186300|31/05/2026|Co_mat
202461727|186300|07/06/2026|Co_mat
202461727|186300|14/06/2026|Co_mat
202422481|186300|21/12/2025|Co_mat
202422481|186300|28/12/2025|Co_mat
202422481|186300|04/01/2026|Co_mat
202422481|186300|11/01/2026|Co_mat
202422481|186300|18/01/2026|Co_mat
202422481|186300|25/01/2026|Co_mat
202422481|186300|01/02/2026|Co_mat
202422481|186300|08/02/2026|Co_mat
202422481|186300|15/02/2026|Co_mat
202422481|186300|22/02/2026|Co_mat
202422481|186300|01/03/2026|Co_mat
202422481|186300|08/03/2026|Chua_diem_danh
202422481|186300|15/03/2026|Chua_diem_danh
202422481|186300|22/03/2026|Co_mat
202422481|186300|29/03/2026|Co_mat
202422481|186300|05/04/2026|Co_mat
202422481|186300|12/04/2026|Co_mat
202422481|186300|19/04/2026|Co_mat
202422481|186300|26/04/2026|Co_mat
202422481|186300|03/05/2026|Co_mat
202422481|186300|10/05/2026|Chua_diem_danh
202422481|186300|17/05/2026|Co_mat
202422481|186300|24/05/2026|Co_mat
202422481|186300|31/05/2026|Co_mat
202422481|186300|07/06/2026|Co_mat
202422481|186300|14/06/2026|Co_mat
202578934|186300|21/12/2025|Co_mat
202578934|186300|28/12/2025|Co_mat
202578934|186300|04/01/2026|Chua_diem_danh
202578934|186300|11/01/2026|Co_mat
202578934|186300|18/01/2026|Co_mat
202578934|186300|25/01/2026|Co_mat
202578934|186300|01/02/2026|Vang_khong_phep
202578934|186300|08/02/2026|Co_mat
202578934|186300|15/02/2026|Co_mat
202578934|186300|22/02/2026|Co_mat
202578934|186300|01/03/2026|Co_mat
202578934|186300|08/03/2026|Co_mat
202578934|186300|15/03/2026|Co_mat
202578934|186300|22/03/2026|Co_mat
202578934|186300|29/03/2026|Co_mat
202578934|186300|05/04/2026|Co_mat
202578934|186300|12/04/2026|Co_mat
202578934|186300|19/04/2026|Co_mat
202578934|186300|26/04/2026|Co_mat
202578934|186300|03/05/2026|Co_mat
202578934|186300|10/05/2026|Chua_diem_danh
202578934|186300|17/05/2026|Co_mat
202578934|186300|24/05/2026|Co_mat
202578934|186300|31/05/2026|Co_mat
202578934|186300|07/06/2026|Vang_khong_phep
202578934|186300|14/06/2026|Co_mat
202536734|186300|21/12/2025|Co_mat
202536734|186300|28/12/2025|Co_mat
202536734|186300|04/01/2026|Co_mat
202536734|186300|11/01/2026|Vang_khong_phep
202536734|186300|18/01/2026|Co_mat
202536734|186300|25/01/2026|Vang_khong_phep
202536734|186300|01/02/2026|Co_mat
202536734|186300|08/02/2026|Co_mat
202536734|186300|15/02/2026|Co_mat
202536734|186300|22/02/2026|Co_mat
202536734|186300|01/03/2026|Co_mat
202536734|186300|08/03/2026|Co_mat
202536734|186300|15/03/2026|Co_mat
202536734|186300|22/03/2026|Co_mat
202536734|186300|29/03/2026|Co_mat
202536734|186300|05/04/2026|Co_mat
202536734|186300|12/04/2026|Co_mat
202536734|186300|19/04/2026|Co_mat
202536734|186300|26/04/2026|Chua_diem_danh
202536734|186300|03/05/2026|Co_mat
202536734|186300|10/05/2026|Chua_diem_danh
202536734|186300|17/05/2026|Co_mat
202536734|186300|24/05/2026|Co_mat
202536734|186300|31/05/2026|Co_mat
202536734|186300|07/06/2026|Co_mat
202536734|186300|14/06/2026|Co_mat
202210624|186300|21/12/2025|Co_mat
202210624|186300|28/12/2025|Co_mat
202210624|186300|04/01/2026|Co_mat
202210624|186300|11/01/2026|Co_mat
202210624|186300|18/01/2026|Co_mat
202210624|186300|25/01/2026|Co_mat
202210624|186300|01/02/2026|Co_mat
202210624|186300|08/02/2026|Co_mat
202210624|186300|15/02/2026|Chua_diem_danh
202210624|186300|22/02/2026|Co_mat
202210624|186300|01/03/2026|Co_mat
202210624|186300|08/03/2026|Co_mat
202210624|186300|15/03/2026|Co_mat
202210624|186300|22/03/2026|Co_mat
202210624|186300|29/03/2026|Co_mat
202210624|186300|05/04/2026|Co_mat
202210624|186300|12/04/2026|Chua_diem_danh
202210624|186300|19/04/2026|Co_mat
202210624|186300|26/04/2026|Co_mat
202210624|186300|03/05/2026|Co_mat
202210624|186300|10/05/2026|Co_mat
202210624|186300|17/05/2026|Co_mat
202210624|186300|24/05/2026|Co_mat
202210624|186300|31/05/2026|Co_mat
202210624|186300|07/06/2026|Co_mat
202210624|186300|14/06/2026|Co_mat
202511498|186300|21/12/2025|Vang_khong_phep
202511498|186300|28/12/2025|Co_mat
202511498|186300|04/01/2026|Co_mat
202511498|186300|11/01/2026|Co_mat
202511498|186300|18/01/2026|Co_mat
202511498|186300|25/01/2026|Co_mat
202511498|186300|01/02/2026|Co_mat
202511498|186300|08/02/2026|Co_mat
202511498|186300|15/02/2026|Chua_diem_danh
202511498|186300|22/02/2026|Vang_khong_phep
202511498|186300|01/03/2026|Co_mat
202511498|186300|08/03/2026|Vang_khong_phep
202511498|186300|15/03/2026|Co_mat
202511498|186300|22/03/2026|Chua_diem_danh
202511498|186300|29/03/2026|Co_mat
202511498|186300|05/04/2026|Co_mat
202511498|186300|12/04/2026|Co_mat
202511498|186300|19/04/2026|Co_mat
202511498|186300|26/04/2026|Co_mat
202511498|186300|03/05/2026|Chua_diem_danh
202511498|186300|10/05/2026|Co_mat
202511498|186300|17/05/2026|Co_mat
202511498|186300|24/05/2026|Co_mat
202511498|186300|31/05/2026|Chua_diem_danh
202511498|186300|07/06/2026|Vang_khong_phep
202511498|186300|14/06/2026|Co_mat
202507625|186300|21/12/2025|Co_mat
202507625|186300|28/12/2025|Co_mat
202507625|186300|04/01/2026|Co_mat
202507625|186300|11/01/2026|Co_mat
202507625|186300|18/01/2026|Vang_khong_phep
202507625|186300|25/01/2026|Co_mat
202507625|186300|01/02/2026|Chua_diem_danh
202507625|186300|08/02/2026|Co_mat
202507625|186300|15/02/2026|Co_mat
202507625|186300|22/02/2026|Co_mat
202507625|186300|01/03/2026|Co_mat
202507625|186300|08/03/2026|Co_mat
202507625|186300|15/03/2026|Co_mat
202507625|186300|22/03/2026|Vang_khong_phep
202507625|186300|29/03/2026|Co_mat
202507625|186300|05/04/2026|Co_mat
202507625|186300|12/04/2026|Co_mat
202507625|186300|19/04/2026|Vang_khong_phep
202507625|186300|26/04/2026|Vang_khong_phep
202507625|186300|03/05/2026|Co_mat
202507625|186300|10/05/2026|Chua_diem_danh
202507625|186300|17/05/2026|Chua_diem_danh
202507625|186300|24/05/2026|Co_mat
202507625|186300|31/05/2026|Co_mat
202507625|186300|07/06/2026|Co_mat
202507625|186300|14/06/2026|Co_mat
202300034|186300|21/12/2025|Vang_khong_phep
202300034|186300|28/12/2025|Co_mat
202300034|186300|04/01/2026|Co_mat
202300034|186300|11/01/2026|Co_mat
202300034|186300|18/01/2026|Vang_khong_phep
202300034|186300|25/01/2026|Co_mat
202300034|186300|01/02/2026|Co_mat
202300034|186300|08/02/2026|Co_mat
202300034|186300|15/02/2026|Co_mat
202300034|186300|22/02/2026|Co_mat
202300034|186300|01/03/2026|Co_mat
202300034|186300|08/03/2026|Co_mat
202300034|186300|15/03/2026|Co_mat
202300034|186300|22/03/2026|Co_mat
202300034|186300|29/03/2026|Co_mat
202300034|186300|05/04/2026|Vang_khong_phep
202300034|186300|12/04/2026|Co_mat
202300034|186300|19/04/2026|Co_mat
202300034|186300|26/04/2026|Co_mat
202300034|186300|03/05/2026|Co_mat
202300034|186300|10/05/2026|Co_mat
202300034|186300|17/05/2026|Co_mat
202300034|186300|24/05/2026|Co_mat
202300034|186300|31/05/2026|Co_mat
202300034|186300|07/06/2026|Co_mat
202300034|186300|14/06/2026|Co_mat
202215752|186300|21/12/2025|Vang_khong_phep
202215752|186300|28/12/2025|Chua_diem_danh
202215752|186300|04/01/2026|Co_mat
202215752|186300|11/01/2026|Co_mat
202215752|186300|18/01/2026|Co_mat
202215752|186300|25/01/2026|Co_mat
202215752|186300|01/02/2026|Co_mat
202215752|186300|08/02/2026|Co_mat
202215752|186300|15/02/2026|Co_mat
202215752|186300|22/02/2026|Vang_khong_phep
202215752|186300|01/03/2026|Co_mat
202215752|186300|08/03/2026|Co_mat
202215752|186300|15/03/2026|Co_mat
202215752|186300|22/03/2026|Co_mat
202215752|186300|29/03/2026|Co_mat
202215752|186300|05/04/2026|Co_mat
202215752|186300|12/04/2026|Co_mat
202215752|186300|19/04/2026|Vang_khong_phep
202215752|186300|26/04/2026|Chua_diem_danh
202215752|186300|03/05/2026|Co_mat
202215752|186300|10/05/2026|Co_mat
202215752|186300|17/05/2026|Co_mat
202215752|186300|24/05/2026|Co_mat
202215752|186300|31/05/2026|Co_mat
202215752|186300|07/06/2026|Co_mat
202215752|186300|14/06/2026|Vang_khong_phep
202229290|186300|21/12/2025|Co_mat
202229290|186300|28/12/2025|Co_mat
202229290|186300|04/01/2026|Co_mat
202229290|186300|11/01/2026|Co_mat
202229290|186300|18/01/2026|Co_mat
202229290|186300|25/01/2026|Co_mat
202229290|186300|01/02/2026|Co_mat
202229290|186300|08/02/2026|Co_mat
202229290|186300|15/02/2026|Co_mat
202229290|186300|22/02/2026|Co_mat
202229290|186300|01/03/2026|Chua_diem_danh
202229290|186300|08/03/2026|Co_mat
202229290|186300|15/03/2026|Co_mat
202229290|186300|22/03/2026|Co_mat
202229290|186300|29/03/2026|Chua_diem_danh
202229290|186300|05/04/2026|Co_mat
202229290|186300|12/04/2026|Co_mat
202229290|186300|19/04/2026|Co_mat
202229290|186300|26/04/2026|Chua_diem_danh
202229290|186300|03/05/2026|Co_mat
202229290|186300|10/05/2026|Co_mat
202229290|186300|17/05/2026|Co_mat
202229290|186300|24/05/2026|Co_mat
202229290|186300|31/05/2026|Co_mat
202229290|186300|07/06/2026|Co_mat
202229290|186300|14/06/2026|Co_mat
202334513|186300|21/12/2025|Co_mat
202334513|186300|28/12/2025|Co_mat
202334513|186300|04/01/2026|Vang_khong_phep
202334513|186300|11/01/2026|Co_mat
202334513|186300|18/01/2026|Co_mat
202334513|186300|25/01/2026|Co_mat
202334513|186300|01/02/2026|Co_mat
202334513|186300|08/02/2026|Co_mat
202334513|186300|15/02/2026|Co_mat
202334513|186300|22/02/2026|Co_mat
202334513|186300|01/03/2026|Co_mat
202334513|186300|08/03/2026|Co_mat
202334513|186300|15/03/2026|Co_mat
202334513|186300|22/03/2026|Co_mat
202334513|186300|29/03/2026|Co_mat
202334513|186300|05/04/2026|Co_mat
202334513|186300|12/04/2026|Co_mat
202334513|186300|19/04/2026|Co_mat
202334513|186300|26/04/2026|Co_mat
202334513|186300|03/05/2026|Co_mat
202334513|186300|10/05/2026|Co_mat
202334513|186300|17/05/2026|Co_mat
202334513|186300|24/05/2026|Co_mat
202334513|186300|31/05/2026|Co_mat
202334513|186300|07/06/2026|Co_mat
202334513|186300|14/06/2026|Co_mat
202425204|186300|21/12/2025|Co_mat
202425204|186300|28/12/2025|Co_mat
202425204|186300|04/01/2026|Co_mat
202425204|186300|11/01/2026|Co_mat
202425204|186300|18/01/2026|Co_mat
202425204|186300|25/01/2026|Co_mat
202425204|186300|01/02/2026|Co_mat
202425204|186300|08/02/2026|Co_mat
202425204|186300|15/02/2026|Co_mat
202425204|186300|22/02/2026|Co_mat
202425204|186300|01/03/2026|Co_mat
202425204|186300|08/03/2026|Co_mat
202425204|186300|15/03/2026|Co_mat
202425204|186300|22/03/2026|Co_mat
202425204|186300|29/03/2026|Co_mat
202425204|186300|05/04/2026|Co_mat
202425204|186300|12/04/2026|Co_mat
202425204|186300|19/04/2026|Co_mat
202425204|186300|26/04/2026|Co_mat
202425204|186300|03/05/2026|Co_mat
202425204|186300|10/05/2026|Co_mat
202425204|186300|17/05/2026|Co_mat
202425204|186300|24/05/2026|Co_mat
202425204|186300|31/05/2026|Co_mat
202425204|186300|07/06/2026|Co_mat
202425204|186300|14/06/2026|Co_mat
202510689|186300|21/12/2025|Co_mat
202510689|186300|28/12/2025|Co_mat
202510689|186300|04/01/2026|Co_mat
202510689|186300|11/01/2026|Co_mat
202510689|186300|18/01/2026|Co_mat
202510689|186300|25/01/2026|Chua_diem_danh
202510689|186300|01/02/2026|Co_mat
202510689|186300|08/02/2026|Co_mat
202510689|186300|15/02/2026|Co_mat
202510689|186300|22/02/2026|Co_mat
202510689|186300|01/03/2026|Co_mat
202510689|186300|08/03/2026|Vang_khong_phep
202510689|186300|15/03/2026|Co_mat
202510689|186300|22/03/2026|Co_mat
202510689|186300|29/03/2026|Co_mat
202510689|186300|05/04/2026|Co_mat
202510689|186300|12/04/2026|Co_mat
202510689|186300|19/04/2026|Co_mat
202510689|186300|26/04/2026|Co_mat
202510689|186300|03/05/2026|Co_mat
202510689|186300|10/05/2026|Co_mat
202510689|186300|17/05/2026|Vang_khong_phep
202510689|186300|24/05/2026|Co_mat
202510689|186300|31/05/2026|Co_mat
202510689|186300|07/06/2026|Co_mat
202510689|186300|14/06/2026|Co_mat
202261462|186300|21/12/2025|Co_mat
202261462|186300|28/12/2025|Co_mat
202261462|186300|04/01/2026|Co_mat
202261462|186300|11/01/2026|Co_mat
202261462|186300|18/01/2026|Co_mat
202261462|186300|25/01/2026|Co_mat
202261462|186300|01/02/2026|Co_mat
202261462|186300|08/02/2026|Co_mat
202261462|186300|15/02/2026|Vang_khong_phep
202261462|186300|22/02/2026|Co_mat
202261462|186300|01/03/2026|Co_mat
202261462|186300|08/03/2026|Co_mat
202261462|186300|15/03/2026|Co_mat
202261462|186300|22/03/2026|Co_mat
202261462|186300|29/03/2026|Co_mat
202261462|186300|05/04/2026|Vang_khong_phep
202261462|186300|12/04/2026|Co_mat
202261462|186300|19/04/2026|Co_mat
202261462|186300|26/04/2026|Co_mat
202261462|186300|03/05/2026|Co_mat
202261462|186300|10/05/2026|Co_mat
202261462|186300|17/05/2026|Co_mat
202261462|186300|24/05/2026|Co_mat
202261462|186300|31/05/2026|Co_mat
202261462|186300|07/06/2026|Vang_khong_phep
202261462|186300|14/06/2026|Co_mat
202423657|186300|21/12/2025|Co_mat
202423657|186300|28/12/2025|Co_mat
202423657|186300|04/01/2026|Co_mat
202423657|186300|11/01/2026|Vang_khong_phep
202423657|186300|18/01/2026|Co_mat
202423657|186300|25/01/2026|Co_mat
202423657|186300|01/02/2026|Co_mat
202423657|186300|08/02/2026|Co_mat
202423657|186300|15/02/2026|Co_mat
202423657|186300|22/02/2026|Co_mat
202423657|186300|01/03/2026|Co_mat
202423657|186300|08/03/2026|Vang_khong_phep
202423657|186300|15/03/2026|Co_mat
202423657|186300|22/03/2026|Co_mat
202423657|186300|29/03/2026|Co_mat
202423657|186300|05/04/2026|Co_mat
202423657|186300|12/04/2026|Co_mat
202423657|186300|19/04/2026|Co_mat
202423657|186300|26/04/2026|Co_mat
202423657|186300|03/05/2026|Co_mat
202423657|186300|10/05/2026|Vang_khong_phep
